Bacterial_associate_taxa,Found_in_16S-CC,Found_in_BSS,Found_in_previous_work,Fungal_host_taxa,Link,Source,Bacterial_associate_taxa_taxid,Fungal_host_taxa_taxid,Bacterial_phylum,Fungal_phylum,bact_id,fung_id,bact_phylum_id,fung_phylum_id
Paracoccus,Yes,No,No,Calcarisporium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,150368,Proteobacteria,Ascomycota,88,806,1025,1050
Paracoccus,Yes,No,No,Ceratobasidium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5251,Proteobacteria,Basidiomycota,88,793,1025,1052
Paracoccus,Yes,No,No,Chaetomium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5149,Proteobacteria,Ascomycota,88,794,1025,1050
Paracoccus,Yes,No,No,Conidiobolus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,34487,Proteobacteria,Zoopagomycota,88,807,1025,1053
Paracoccus,Yes,No,No,Coniella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,172190,Proteobacteria,Ascomycota,88,770,1025,1050
Paracoccus,Yes,No,No,Coprinellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,184430,Proteobacteria,Basidiomycota,88,785,1025,1052
Paracoccus,Yes,No,No,Coprinus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5345,Proteobacteria,Basidiomycota,88,753,1025,1052
Paracoccus,Yes,No,No,Epicoccum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,104397,Proteobacteria,Ascomycota,88,772,1025,1050
Paracoccus,Yes,No,No,Fistulina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,40456,Proteobacteria,Basidiomycota,88,773,1025,1052
Paracoccus,Yes,No,No,Flammulina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,38944,Proteobacteria,Basidiomycota,88,795,1025,1052
Paracoccus,Yes,No,No,Fomitiporia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,167346,Proteobacteria,Basidiomycota,88,796,1025,1052
Paracoccus,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5506,Proteobacteria,Ascomycota,88,679,1025,1050
Paracoccus,Yes,No,No,Gaeumannomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,29849,Proteobacteria,Ascomycota,88,739,1025,1050
Paracoccus,Yes,No,No,Ganoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5314,Proteobacteria,Basidiomycota,88,754,1025,1052
Paracoccus,Yes,No,No,Grifola,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5626,Proteobacteria,Basidiomycota,88,755,1025,1052
Paracoccus,Yes,No,No,Gyrodon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,80645,Proteobacteria,Basidiomycota,88,774,1025,1052
Paracoccus,Yes,No,No,Hebeloma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,34453,Proteobacteria,Basidiomycota,88,797,1025,1052
Paracoccus,Yes,No,No,Hericium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,40459,Proteobacteria,Basidiomycota,88,808,1025,1052
Paracoccus,Yes,No,No,Hypsizygus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,39965,Proteobacteria,Basidiomycota,88,764,1025,1052
Paracoccus,Yes,No,No,Infundibulicybe,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,378268,Proteobacteria,Basidiomycota,88,757,1025,1052
Paracoccus,Yes,No,No,Kuehneromyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,71947,Proteobacteria,Basidiomycota,88,758,1025,1052
Paracoccus,Yes,No,No,Laccaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,29882,Proteobacteria,Basidiomycota,88,759,1025,1052
Paracoccus,Yes,No,No,Laetiporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5629,Proteobacteria,Basidiomycota,88,775,1025,1052
Paracoccus,Yes,No,No,Lepista,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,64652,Proteobacteria,Basidiomycota,88,788,1025,1052
Paracoccus,Yes,No,No,Lyophyllum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,47720,Proteobacteria,Basidiomycota,88,809,1025,1052
Paracoccus,Yes,No,No,Macrolepiota,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,34435,Proteobacteria,Basidiomycota,88,798,1025,1052
Paracoccus,Yes,No,No,Marasmius,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,34448,Proteobacteria,Basidiomycota,88,760,1025,1052
Paracoccus,Yes,Yes,No,Morchella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5193,Proteobacteria,Ascomycota,88,705,1025,1050
Paracoccus,Yes,No,No,Mucor,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,4830,Proteobacteria,Mucoromycota,88,680,1025,1051
Paracoccus,Yes,No,No,Omphalotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,71962,Proteobacteria,Basidiomycota,88,786,1025,1052
Paracoccus,Yes,No,No,Panellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5635,Proteobacteria,Basidiomycota,88,802,1025,1052
Paracoccus,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5073,Proteobacteria,Ascomycota,88,683,1025,1050
Paracoccus,Yes,No,No,Phaeoacremonium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,65412,Proteobacteria,Ascomycota,88,790,1025,1050
Paracoccus,Yes,No,No,Phaeomoniella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,158045,Proteobacteria,Ascomycota,88,722,1025,1050
Paracoccus,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5320,Proteobacteria,Basidiomycota,88,765,1025,1052
Paracoccus,Yes,No,No,Polyporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5637,Proteobacteria,Basidiomycota,88,777,1025,1052
Paracoccus,Yes,No,No,Psathyrella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,71729,Proteobacteria,Basidiomycota,88,741,1025,1052
Paracoccus,Yes,No,No,Purpureocillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,1052105,Proteobacteria,Ascomycota,88,748,1025,1050
Paracoccus,Yes,No,No,Rhizopogon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5375,Proteobacteria,Basidiomycota,88,778,1025,1052
Paracoccus,Yes,No,No,Schizosaccharomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,4895,Proteobacteria,Ascomycota,88,779,1025,1050
Paracoccus,Yes,No,No,Sordaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5146,Proteobacteria,Ascomycota,88,799,1025,1050
Paracoccus,Yes,No,No,Sparassis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,40466,Proteobacteria,Basidiomycota,88,762,1025,1052
Paracoccus,Yes,No,No,Stereum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5644,Proteobacteria,Basidiomycota,88,787,1025,1052
Paracoccus,Yes,No,No,Stropharia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,68745,Proteobacteria,Basidiomycota,88,766,1025,1052
Paracoccus,Yes,No,No,Tolypocladium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,29909,Proteobacteria,Ascomycota,88,763,1025,1050
Paracoccus,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5324,Proteobacteria,Basidiomycota,88,751,1025,1052
Paracoccus,Yes,No,No,Trichoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,5543,Proteobacteria,Ascomycota,88,678,1025,1050
Paracoccus,Yes,No,No,Truncatella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,55735,Proteobacteria,Ascomycota,88,781,1025,1050
Paracoccus,Yes,No,No,Verticillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,265,1036719,Proteobacteria,Ascomycota,88,783,1025,1050
Parageobacillus,Yes,No,No,Fomitiporia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1906945,167346,Firmicutes,Basidiomycota,437,796,119,1052
Parvimonas,Yes,No,No,Coniochaeta,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,543311,79808,Firmicutes,Ascomycota,438,771,119,1050
Parvimonas,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,543311,5506,Firmicutes,Ascomycota,438,679,119,1050
Parvimonas,Yes,No,No,Mortierella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,543311,4855,Firmicutes,Mucoromycota,438,700,119,1051
Parvimonas,Yes,No,No,Mucor,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,543311,4830,Firmicutes,Mucoromycota,438,680,119,1051
Parviterribacter,Yes,No,No,Fomitiporia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1759365,167346,Actinobacteria,Basidiomycota,439,796,109,1052
Parviterribacter,Yes,No,No,Hebeloma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1759365,34453,Actinobacteria,Basidiomycota,439,797,109,1052
Parviterribacter,Yes,No,No,Hericium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1759365,40459,Actinobacteria,Basidiomycota,439,808,109,1052
Parviterribacter,Yes,No,No,Lepista,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1759365,64652,Actinobacteria,Basidiomycota,439,788,109,1052
Pasteuria,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,86004,5320,Firmicutes,Basidiomycota,440,765,119,1052
Patulibacter,Yes,No,No,Epicoccum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,361607,104397,Actinobacteria,Ascomycota,441,772,109,1050
Pectobacterium,Yes,No,No,Clonostachys,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,122277,110564,Proteobacteria,Ascomycota,78,769,1025,1050
Pectobacterium,Yes,No,No,Umbelopsis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,122277,64561,Proteobacteria,Mucoromycota,78,738,1025,1051
Pedobacter,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,5598,Bacteroidota,Ascomycota,47,712,1028,1050
Pedobacter,Yes,No,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,5052,Bacteroidota,Ascomycota,47,737,1028,1050
Pedobacter,Yes,No,No,Basidiobolus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,4859,Bacteroidota,Zoopagomycota,47,792,1028,1053
Pedobacter,Yes,No,No,Cladosporium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,5498,Bacteroidota,Ascomycota,47,730,1028,1050
Pedobacter,Yes,No,No,Epicoccum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,104397,Bacteroidota,Ascomycota,47,772,1028,1050
Pedobacter,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,5506,Bacteroidota,Ascomycota,47,679,1028,1050
Pedobacter,Yes,No,No,Ganoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,5314,Bacteroidota,Basidiomycota,47,754,1028,1052
Pedobacter,Yes,No,No,Gyrodon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,80645,Bacteroidota,Basidiomycota,47,774,1028,1052
Pedobacter,Yes,No,No,Kuehneromyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,71947,Bacteroidota,Basidiomycota,47,758,1028,1052
Pedobacter,Yes,No,No,Laetiporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,5629,Bacteroidota,Basidiomycota,47,775,1028,1052
Pedobacter,Yes,No,No,Macrolepiota,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,34435,Bacteroidota,Basidiomycota,47,798,1028,1052
Pedobacter,Yes,No,No,Mucor,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,4830,Bacteroidota,Mucoromycota,47,680,1028,1051
Pedobacter,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,5073,Bacteroidota,Ascomycota,47,683,1028,1050
Pedobacter,Yes,No,No,Phialemoniopsis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,265082,Bacteroidota,Ascomycota,47,815,1028,1050
Pedobacter,Yes,No,No,Pleurotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,5320,Bacteroidota,Basidiomycota,47,765,1028,1052
Pedobacter,Yes,No,No,Polyporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,5637,Bacteroidota,Basidiomycota,47,777,1028,1052
Pedobacter,Yes,No,No,Schizosaccharomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,4895,Bacteroidota,Ascomycota,47,779,1028,1050
Pedobacter,Yes,No,No,Trichoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,84567,5543,Bacteroidota,Ascomycota,47,678,1028,1050
Pelomonas,Yes,No,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,335058,5052,Proteobacteria,Ascomycota,27,737,1025,1050
Pelomonas,Yes,No,No,Beltrania,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,335058,409244,Proteobacteria,Ascomycota,27,803,1025,1050
Pelomonas,Yes,No,No,Ganoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,335058,5314,Proteobacteria,Basidiomycota,27,754,1025,1052
Pelomonas,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,335058,5073,Proteobacteria,Ascomycota,27,683,1025,1050
Pelomonas,Yes,No,No,Plectosphaerella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,335058,40657,Proteobacteria,Ascomycota,27,740,1025,1050
Pelomonas,Yes,No,No,Purpureocillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,335058,1052105,Proteobacteria,Ascomycota,27,748,1025,1050
Pelomonas,Yes,No,No,Staphylotrichum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,335058,370954,Proteobacteria,Ascomycota,27,812,1025,1050
Pelomonas,Yes,No,No,Stereum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,335058,5644,Proteobacteria,Basidiomycota,27,787,1025,1052
Pelomonas,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,335058,5324,Proteobacteria,Basidiomycota,27,751,1025,1052
Peptococcus,Yes,No,No,Coniochaeta,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,2740,79808,Firmicutes,Ascomycota,442,771,119,1050
Peptococcus,Yes,No,No,Talaromyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,2740,5094,Firmicutes,Ascomycota,442,817,119,1050
Peptoniphilus,Yes,No,No,Ganoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162289,5314,Firmicutes,Basidiomycota,443,754,119,1052
Peptoniphilus,Yes,No,No,Grifola,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162289,5626,Firmicutes,Basidiomycota,443,755,119,1052
Peptoniphilus,Yes,No,No,Kuehneromyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162289,71947,Firmicutes,Basidiomycota,443,758,119,1052
Peptoniphilus,Yes,No,No,Laetiporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162289,5629,Firmicutes,Basidiomycota,443,775,119,1052
Peptoniphilus,Yes,No,No,Mortierella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162289,4855,Firmicutes,Mucoromycota,443,700,119,1051
Peptoniphilus,Yes,No,No,Mucor,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162289,4830,Firmicutes,Mucoromycota,443,680,119,1051
Peptoniphilus,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162289,5073,Firmicutes,Ascomycota,443,683,119,1050
Peptoniphilus,Yes,No,No,Pestalotiopsis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162289,37840,Firmicutes,Ascomycota,443,714,119,1050
Peptoniphilus,Yes,No,No,Psathyrella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162289,71729,Firmicutes,Basidiomycota,443,741,119,1052
Peptoniphilus,Yes,No,No,Trametes,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,162289,5324,Firmicutes,Basidiomycota,443,751,119,1052
Peptostreptococcus,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1257,5598,Firmicutes,Ascomycota,444,712,119,1050
Peptostreptococcus,Yes,No,No,Epicoccum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1257,104397,Firmicutes,Ascomycota,444,772,119,1050
Petrimonas,Yes,No,No,Gaeumannomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,307628,29849,Bacteroidota,Ascomycota,445,739,1028,1050
Phaselicystis,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,651810,5598,Proteobacteria,Ascomycota,446,712,1025,1050
Phaselicystis,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,651810,5506,Proteobacteria,Ascomycota,446,679,1025,1050
Phaselicystis,Yes,No,No,Omphalotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,651810,71962,Proteobacteria,Basidiomycota,446,786,1025,1052
Phenylobacterium,Yes,No,No,Acremonium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,159075,Proteobacteria,Ascomycota,447,791,1025,1050
Phenylobacterium,Yes,No,No,Agrocybe,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5399,Proteobacteria,Basidiomycota,447,801,1025,1052
Phenylobacterium,Yes,No,No,Alternaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5598,Proteobacteria,Ascomycota,447,712,1025,1050
Phenylobacterium,Yes,No,No,Armillaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,47424,Proteobacteria,Basidiomycota,447,804,1025,1052
Phenylobacterium,Yes,No,No,Aspergillus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5052,Proteobacteria,Ascomycota,447,737,1025,1050
Phenylobacterium,Yes,No,No,Beauveria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5581,Proteobacteria,Ascomycota,447,749,1025,1050
Phenylobacterium,Yes,No,No,Botrytis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,33196,Proteobacteria,Ascomycota,447,784,1025,1050
Phenylobacterium,Yes,No,No,Calcarisporium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,150368,Proteobacteria,Ascomycota,447,806,1025,1050
Phenylobacterium,Yes,No,No,Conidiobolus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,34487,Proteobacteria,Zoopagomycota,447,807,1025,1053
Phenylobacterium,Yes,No,No,Coprinellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,184430,Proteobacteria,Basidiomycota,447,785,1025,1052
Phenylobacterium,Yes,No,No,Coprinus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5345,Proteobacteria,Basidiomycota,447,753,1025,1052
Phenylobacterium,Yes,No,No,Epicoccum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,104397,Proteobacteria,Ascomycota,447,772,1025,1050
Phenylobacterium,Yes,No,No,Fistulina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,40456,Proteobacteria,Basidiomycota,447,773,1025,1052
Phenylobacterium,Yes,No,No,Fomitiporia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,167346,Proteobacteria,Basidiomycota,447,796,1025,1052
Phenylobacterium,Yes,No,No,Fusarium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5506,Proteobacteria,Ascomycota,447,679,1025,1050
Phenylobacterium,Yes,No,No,Gaeumannomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,29849,Proteobacteria,Ascomycota,447,739,1025,1050
Phenylobacterium,Yes,No,No,Ganoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5314,Proteobacteria,Basidiomycota,447,754,1025,1052
Phenylobacterium,Yes,No,No,Grifola,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5626,Proteobacteria,Basidiomycota,447,755,1025,1052
Phenylobacterium,Yes,No,No,Gyrodon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,80645,Proteobacteria,Basidiomycota,447,774,1025,1052
Phenylobacterium,Yes,No,No,Hericium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,40459,Proteobacteria,Basidiomycota,447,808,1025,1052
Phenylobacterium,Yes,No,No,Hypsizygus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,39965,Proteobacteria,Basidiomycota,447,764,1025,1052
Phenylobacterium,Yes,No,No,Infundibulicybe,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,378268,Proteobacteria,Basidiomycota,447,757,1025,1052
Phenylobacterium,Yes,No,No,Kuehneromyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,71947,Proteobacteria,Basidiomycota,447,758,1025,1052
Phenylobacterium,Yes,No,No,Laetiporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5629,Proteobacteria,Basidiomycota,447,775,1025,1052
Phenylobacterium,Yes,No,No,Lepista,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,64652,Proteobacteria,Basidiomycota,447,788,1025,1052
Phenylobacterium,Yes,No,No,Lyophyllum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,47720,Proteobacteria,Basidiomycota,447,809,1025,1052
Phenylobacterium,Yes,No,No,Marasmius,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,34448,Proteobacteria,Basidiomycota,447,760,1025,1052
Phenylobacterium,Yes,No,No,Morchella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5193,Proteobacteria,Ascomycota,447,705,1025,1050
Phenylobacterium,Yes,No,No,Omphalotus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,71962,Proteobacteria,Basidiomycota,447,786,1025,1052
Phenylobacterium,Yes,No,No,Panellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5635,Proteobacteria,Basidiomycota,447,802,1025,1052
Phenylobacterium,Yes,No,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,5073,Proteobacteria,Ascomycota,447,683,1025,1050
Phenylobacterium,Yes,No,No,Phaeomoniella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,20,158045,Proteobacteria,Ascomycota,447,722,1025,1050
